classAbbr,studentId,semester,grade
"PWA1",260244181.0,"1308",79.0
"DBS",260244181.0,"1006",86.0
"PWA2",260244181.0,"1211",64.0
"SSL",234361344.0,"1110",89.0
"WPP",234361344.0,"1411",98.0
"PWA2",234361344.0,"1404",90.0
"PWA2",234361344.0,"1204",65.0
"ADT",234361344.0,"1406",86.0
"SMS",234361344.0,"1405",83.0
"ADB",140184217.0,"1412",97.0
"ATW",140184217.0,"1401",72.0
"ATW",140184217.0,"1307",82.0
"PWA1",140184217.0,"1205",77.0
"SMS",140184217.0,"1005",74.0
"PWA2",140184217.0,"1204",72.0
"SMS",955656183.0,"1411",73.0
"DBS",955656183.0,"1105",75.0
"SSL",955656183.0,"1106",70.0
"DBS",955656183.0,"1312",61.0
"PWA2",955656183.0,"1209",93.0
"ADT",955656183.0,"1008",63.0
"WPP",941993324.0,"1201",70.0
"PWA2",941993324.0,"1003",87.0
"PWA2",941993324.0,"1202",71.0
"WPP",941993324.0,"1208",67.0
"WPP",941993324.0,"1406",85.0
"ASL",941993324.0,"1212",74.0
"DBS",774482128.0,"1104",73.0
"WPP",774482128.0,"1404",94.0
"PWA1",774482128.0,"1208",97.0
"SMS",774482128.0,"1111",73.0
"PWA1",774482128.0,"1004",96.0
"PWA2",774482128.0,"1210",84.0
"PWA1",465365307.0,"1205",73.0
"PWA2",465365307.0,"1301",62.0
"PWA1",465365307.0,"1206",90.0
"PWA2",465365307.0,"1108",70.0
"SMS",465365307.0,"1201",70.0
"ATW",465365307.0,"1108",82.0
"WPP",595228624.0,"1101",73.0
"DBS",595228624.0,"1409",73.0
"ASL",595228624.0,"1002",100.0
"ATW",595228624.0,"1011",82.0
"SSL",595228624.0,"1304",96.0
"ADT",595228624.0,"1210",94.0
"WPP",180803119.0,"1111",89.0
"ADT",180803119.0,"1204",64.0
"DBS",180803119.0,"1212",82.0
"SMS",180803119.0,"1112",74.0
"WPP",180803119.0,"1406",85.0
"SSL",180803119.0,"1003",79.0
"ATW",233551987.0,"1310",98.0
"SSL",233551987.0,"1101",95.0
"ADB",233551987.0,"1309",92.0
"PWA1",233551987.0,"1305",85.0
"WPP",233551987.0,"1412",64.0
"PWA1",233551987.0,"1107",92.0
"ADB",276519547.0,"1310",76.0
"WPP",276519547.0,"1007",94.0
"ADT",276519547.0,"1206",66.0
"ADB",276519547.0,"1105",69.0
"ADT",276519547.0,"1004",94.0
"PWA1",276519547.0,"1408",80.0
"ASL",756851892.0,"1101",71.0
"ADT",756851892.0,"1406",91.0
"SMS",756851892.0,"1411",86.0
"ASL",756851892.0,"1306",97.0
"ADB",756851892.0,"1305",80.0
"PWA2",756851892.0,"1307",69.0
"DBS",439523523.0,"1410",100.0
"ATW",439523523.0,"1209",88.0
"SMS",439523523.0,"1011",78.0
"SMS",439523523.0,"1301",74.0
"ASL",439523523.0,"1310",67.0
"ADB",439523523.0,"1305",93.0
"ADB",855880380.0,"1409",75.0
"SMS",855880380.0,"1309",96.0
"SMS",855880380.0,"1303",60.0
"PWA1",855880380.0,"1408",78.0
"ASL",855880380.0,"1012",77.0
"ADB",855880380.0,"1111",94.0
"WPP",207041050.0,"1009",78.0
"ADT",207041050.0,"1304",87.0
"SMS",207041050.0,"1310",65.0
"WPP",207041050.0,"1307",66.0
"SSL",207041050.0,"1208",93.0
"PWA2",207041050.0,"1008",74.0
"DBS",144721852.0,"1204",98.0
"PWA2",144721852.0,"1101",75.0
"PWA1",144721852.0,"1203",91.0
"ATW",144721852.0,"1404",77.0
"PWA2",144721852.0,"1211",72.0
"ATW",144721852.0,"1003",83.0
"ASL",133966462.0,"1309",85.0
"PWA2",133966462.0,"1308",86.0
"ATW",133966462.0,"1201",70.0
"ADT",133966462.0,"1103",63.0
"SSL",133966462.0,"1411",79.0
"ASL",133966462.0,"1102",87.0
"SSL",498025993.0,"1302",86.0
"SMS",498025993.0,"1308",60.0
"WPP",498025993.0,"1102",67.0
"WPP",498025993.0,"1402",79.0
"ATW",498025993.0,"1101",68.0
"ADB",498025993.0,"1010",85.0
"ADT",348061757.0,"1404",75.0
"ATW",348061757.0,"1210",69.0
"ADB",348061757.0,"1206",76.0
"ATW",348061757.0,"1211",74.0
"SSL",348061757.0,"1003",77.0
"PWA1",348061757.0,"1303",85.0
"WPP",501896698.0,"1112",69.0
"SSL",501896698.0,"1406",90.0
"ATW",501896698.0,"1404",87.0
"PWA2",501896698.0,"1204",65.0
"ADT",501896698.0,"1303",79.0
"WPP",501896698.0,"1202",86.0
"SMS",577142741.0,"1407",91.0
"SSL",577142741.0,"1103",89.0
"PWA2",577142741.0,"1207",69.0
"ATW",577142741.0,"1106",92.0
"SMS",577142741.0,"1006",67.0
"WPP",577142741.0,"1203",62.0
"SSL",695381195.0,"1305",91.0
"PWA1",695381195.0,"1104",64.0
"SSL",695381195.0,"1008",63.0
"WPP",695381195.0,"1105",87.0
"ADB",695381195.0,"1208",68.0
"WPP",695381195.0,"1111",66.0
"ATW",152866180.0,"1206",69.0
"ATW",152866180.0,"1111",70.0
"PWA2",152866180.0,"1307",93.0
"SSL",152866180.0,"1307",100.0
"PWA2",152866180.0,"1303",82.0
"ADT",152866180.0,"1406",83.0
"PWA1",654885076.0,"1311",78.0
"ASL",654885076.0,"1306",73.0
"ATW",654885076.0,"1312",74.0
"PWA1",654885076.0,"1112",70.0
"DBS",654885076.0,"1303",77.0
"DBS",654885076.0,"1009",99.0
"ADT",307201327.0,"1404",85.0
"ATW",307201327.0,"1303",65.0
"ASL",307201327.0,"1311",75.0
"SSL",307201327.0,"1107",97.0
"WPP",307201327.0,"1407",78.0
"PWA2",307201327.0,"1303",84.0
"WPP",676450752.0,"1402",72.0
"PWA1",676450752.0,"1207",94.0
"DBS",676450752.0,"1005",82.0
"DBS",676450752.0,"1203",64.0
"ASL",676450752.0,"1204",85.0
"PWA1",676450752.0,"1010",100.0
"SMS",357717942.0,"1406",80.0
"ADT",357717942.0,"1202",74.0
"PWA2",357717942.0,"1203",100.0
"SMS",357717942.0,"1010",64.0
"ADT",357717942.0,"1107",99.0
"WPP",357717942.0,"1205",65.0
"SSL",960330354.0,"1102",92.0
"SSL",960330354.0,"1401",61.0
"ATW",960330354.0,"1206",88.0
"ADB",960330354.0,"1303",64.0
"PWA2",960330354.0,"1101",64.0
"ATW",960330354.0,"1007",72.0
"PWA2",579985999.0,"1404",95.0
"SSL",579985999.0,"1011",67.0
"PWA1",579985999.0,"1305",62.0
"WPP",579985999.0,"1205",70.0
"SSL",579985999.0,"1012",87.0
"ASL",579985999.0,"1009",79.0
"PWA1",808319035.0,"1204",74.0
"SSL",808319035.0,"1411",83.0
"ATW",808319035.0,"1307",76.0
"ASL",808319035.0,"1308",70.0
"ADB",808319035.0,"1312",82.0
"ASL",808319035.0,"1106",63.0
"WPP",200060955.0,"1103",91.0
"ATW",200060955.0,"1107",71.0
"WPP",200060955.0,"1401",84.0
"ASL",200060955.0,"1311",84.0
"PWA2",200060955.0,"1103",94.0
"SMS",200060955.0,"1212",86.0
"PWA1",578325779.0,"1308",99.0
"PWA2",578325779.0,"1301",65.0
"DBS",578325779.0,"1412",71.0
"SSL",578325779.0,"1111",72.0
"DBS",578325779.0,"1202",95.0
"PWA2",578325779.0,"1301",83.0
"ASL",872234780.0,"1205",94.0
"DBS",872234780.0,"1305",93.0
"DBS",872234780.0,"1108",65.0
"ATW",872234780.0,"1301",67.0
"SSL",872234780.0,"1107",97.0
"PWA2",872234780.0,"1403",89.0
"ATW",177935563.0,"1009",63.0
"PWA2",177935563.0,"1212",64.0
"ASL",177935563.0,"1303",89.0
"ATW",177935563.0,"1001",79.0
"SSL",177935563.0,"1110",76.0
"ADT",177935563.0,"1002",85.0
"ADT",125462071.0,"1406",67.0
"ASL",125462071.0,"1204",86.0
"SSL",125462071.0,"1103",88.0
"ADT",125462071.0,"1108",62.0
"SMS",125462071.0,"1103",86.0
"ADT",125462071.0,"1304",86.0
"ADT",748516758.0,"1407",93.0
"ADT",748516758.0,"1010",77.0
"SSL",748516758.0,"1401",98.0
"PWA2",748516758.0,"1301",83.0
"DBS",748516758.0,"1311",71.0
"ASL",748516758.0,"1411",91.0
"WPP",574125630.0,"1110",94.0
"PWA1",574125630.0,"1107",92.0
"ASL",574125630.0,"1105",96.0
"WPP",574125630.0,"1305",67.0
"DBS",574125630.0,"1106",79.0
"WPP",574125630.0,"1005",64.0
"SSL",696842031.0,"1210",81.0
"ATW",696842031.0,"1401",80.0
"SMS",696842031.0,"1405",98.0
"SMS",696842031.0,"1009",94.0
"ADB",696842031.0,"1301",71.0
"ATW",696842031.0,"1102",74.0
"WPP",617074606.0,"1308",99.0
"SSL",617074606.0,"1208",74.0
"SSL",617074606.0,"1008",65.0
"SMS",617074606.0,"1010",64.0
"SMS",617074606.0,"1307",85.0
"SMS",617074606.0,"1202",62.0
"SMS",461431769.0,"1008",79.0
"PWA2",461431769.0,"1101",66.0
"ATW",461431769.0,"1001",77.0
"ADB",461431769.0,"1109",92.0
"ATW",461431769.0,"1401",66.0
"ATW",461431769.0,"1008",74.0
"WPP",364953487.0,"1401",76.0
"ASL",364953487.0,"1210",99.0
"DBS",364953487.0,"1105",77.0
"ADT",364953487.0,"1205",73.0
"SMS",364953487.0,"1312",99.0
"PWA1",364953487.0,"1312",73.0
"DBS",260226037.0,"1411",93.0
"ATW",260226037.0,"1202",65.0
"SSL",260226037.0,"1201",66.0
"DBS",260226037.0,"1404",82.0
"ADB",260226037.0,"1311",99.0
"ASL",260226037.0,"1107",94.0
"ATW",582510594.0,"1112",81.0
"ATW",582510594.0,"1309",85.0
"ADT",582510594.0,"1212",70.0
"ADB",582510594.0,"1012",62.0
"DBS",582510594.0,"1005",63.0
"PWA1",582510594.0,"1406",64.0
"ADB",496486899.0,"1012",100.0
"ASL",496486899.0,"1007",74.0
"PWA1",496486899.0,"1001",96.0
"ADT",496486899.0,"1307",69.0
"PWA1",496486899.0,"1410",87.0
"SSL",496486899.0,"1410",95.0
"DBS",855895772.0,"1102",72.0
"WPP",855895772.0,"1409",83.0
"SSL",855895772.0,"1308",98.0
"PWA2",855895772.0,"1401",72.0
"ADT",855895772.0,"1401",85.0
"ADB",855895772.0,"1103",74.0
"ADB",894115812.0,"1012",87.0
"DBS",894115812.0,"1007",70.0
"ADT",894115812.0,"1408",66.0
"WPP",894115812.0,"1112",72.0
"PWA2",894115812.0,"1407",92.0
"PWA2",894115812.0,"1410",96.0
"PWA1",483013180.0,"1203",86.0
"SSL",483013180.0,"1107",97.0
"ATW",483013180.0,"1012",77.0
"WPP",483013180.0,"1009",81.0
"WPP",483013180.0,"1402",62.0
"PWA2",483013180.0,"1111",91.0
"ATW",705990393.0,"1310",78.0
"PWA2",705990393.0,"1311",61.0
"ADB",705990393.0,"1210",67.0
"ATW",705990393.0,"1306",69.0
"ADT",705990393.0,"1412",93.0
"ADT",705990393.0,"1208",80.0
"ASL",731623078.0,"1112",83.0
"ATW",731623078.0,"1404",94.0
"ADT",731623078.0,"1306",77.0
"SSL",731623078.0,"1205",64.0
"PWA2",731623078.0,"1202",60.0
"SSL",731623078.0,"1108",92.0
"WPP",541906971.0,"1109",65.0
"ASL",541906971.0,"1111",70.0
"ATW",541906971.0,"1205",63.0
"ATW",541906971.0,"1110",76.0
"ADT",541906971.0,"1112",65.0
"SSL",541906971.0,"1006",62.0
"WPP",504167415.0,"1008",64.0
"ATW",504167415.0,"1407",68.0
"ADT",504167415.0,"1302",96.0
"PWA1",504167415.0,"1102",100.0
"PWA2",504167415.0,"1008",99.0
"ADB",504167415.0,"1008",65.0
"PWA1",776905421.0,"1302",67.0
"PWA2",776905421.0,"1108",92.0
"DBS",776905421.0,"1308",94.0
"PWA2",776905421.0,"1406",61.0
"SMS",776905421.0,"1108",71.0
"SSL",776905421.0,"1201",85.0
"PWA1",968797475.0,"1204",84.0
"SMS",968797475.0,"1105",76.0
"ASL",968797475.0,"1202",93.0
"ADT",968797475.0,"1410",96.0
"ADB",968797475.0,"1203",74.0
"WPP",968797475.0,"1104",76.0
"SMS",613370093.0,"1405",84.0
"PWA2",613370093.0,"1307",61.0
"ADT",613370093.0,"1009",71.0
"SSL",613370093.0,"1009",61.0
"DBS",613370093.0,"1203",69.0
"SSL",613370093.0,"1010",97.0
"DBS",221477071.0,"1406",76.0
"ATW",221477071.0,"1112",68.0
"ASL",221477071.0,"1209",72.0
"SMS",221477071.0,"1303",71.0
"SSL",221477071.0,"1210",83.0
"ADB",221477071.0,"1411",92.0
"ADB",200427293.0,"1002",94.0
"WPP",200427293.0,"1212",100.0
"DBS",200427293.0,"1105",67.0
"SSL",200427293.0,"1211",95.0
"DBS",200427293.0,"1012",99.0
"ADB",200427293.0,"1105",95.0
"WPP",981486002.0,"1012",95.0
"ASL",981486002.0,"1412",60.0
"PWA1",981486002.0,"1301",81.0
"DBS",981486002.0,"1006",64.0
"SMS",981486002.0,"1306",96.0
"SSL",981486002.0,"1102",84.0
"WPP",201194158.0,"1407",80.0
"ADT",201194158.0,"1306",97.0
"DBS",201194158.0,"1110",83.0
"WPP",201194158.0,"1409",64.0
"ATW",201194158.0,"1111",95.0
"SMS",201194158.0,"1403",70.0
"SSL",208453014.0,"1309",69.0
"ADT",208453014.0,"1404",69.0
"DBS",208453014.0,"1401",67.0
"PWA1",208453014.0,"1410",87.0
"ADB",208453014.0,"1112",85.0
"PWA2",208453014.0,"1006",69.0
"ASL",404481760.0,"1411",81.0
"ADB",404481760.0,"1108",94.0
"ASL",404481760.0,"1402",100.0
"SMS",404481760.0,"1107",60.0
"SMS",404481760.0,"1304",75.0
"PWA2",404481760.0,"1403",93.0
"ADB",802695984.0,"1401",70.0
"WPP",802695984.0,"1407",100.0
"PWA1",802695984.0,"1002",66.0
"ADB",802695984.0,"1403",84.0
"PWA1",802695984.0,"1010",78.0
"ADB",802695984.0,"1311",77.0
"PWA1",329452436.0,"1401",76.0
"ADB",329452436.0,"1003",84.0
"ADB",329452436.0,"1209",60.0
"PWA1",329452436.0,"1311",65.0
"SSL",329452436.0,"1011",90.0
"SSL",329452436.0,"1210",76.0
"ADT",352048001.0,"1012",64.0
"ASL",352048001.0,"1005",78.0
"PWA2",352048001.0,"1303",67.0
"ADT",352048001.0,"1404",77.0
"ASL",352048001.0,"1106",66.0
"SMS",352048001.0,"1212",68.0
"WPP",730694875.0,"1211",81.0
"ASL",730694875.0,"1010",97.0
"SSL",730694875.0,"1406",68.0
"ASL",730694875.0,"1405",61.0
"PWA1",730694875.0,"1212",97.0
"WPP",730694875.0,"1205",62.0
"SMS",628503051.0,"1106",82.0
"PWA1",628503051.0,"1403",94.0
"ADT",628503051.0,"1308",95.0
"ADB",628503051.0,"1212",79.0
"ADT",628503051.0,"1009",96.0
"PWA1",628503051.0,"1312",63.0
"PWA2",911737581.0,"1403",73.0
"SMS",911737581.0,"1011",66.0
"ATW",911737581.0,"1207",73.0
"ADB",911737581.0,"1202",79.0
"PWA2",911737581.0,"1401",85.0
"SSL",911737581.0,"1208",64.0
"PWA1",578307495.0,"1301",81.0
"PWA2",578307495.0,"1306",84.0
"ATW",578307495.0,"1307",60.0
"SSL",578307495.0,"1306",65.0
"PWA2",578307495.0,"1410",88.0
"DBS",578307495.0,"1110",95.0
"PWA2",450074477.0,"1411",60.0
"ASL",450074477.0,"1007",83.0
"SMS",450074477.0,"1004",96.0
"SMS",450074477.0,"1411",70.0
"DBS",450074477.0,"1412",67.0
"WPP",450074477.0,"1006",66.0
"PWA2",257802233.0,"1003",97.0
"DBS",257802233.0,"1204",90.0
"WPP",257802233.0,"1108",78.0
"ADT",257802233.0,"1107",96.0
"DBS",257802233.0,"1205",78.0
"ADT",257802233.0,"1311",67.0
"PWA1",200744943.0,"1208",82.0
"PWA1",200744943.0,"1209",92.0
"PWA2",200744943.0,"1309",69.0
"ASL",200744943.0,"1208",67.0
"ADT",200744943.0,"1001",74.0
"SSL",200744943.0,"1411",61.0
"ADT",399063537.0,"1112",69.0
"ASL",399063537.0,"1204",63.0
"ADT",399063537.0,"1410",88.0
"SSL",399063537.0,"1205",68.0
"SSL",399063537.0,"1302",90.0
"DBS",399063537.0,"1111",71.0
"WPP",302400942.0,"1403",63.0
"SMS",302400942.0,"1205",69.0
"PWA2",302400942.0,"1310",99.0
"ATW",302400942.0,"1402",93.0
"SSL",302400942.0,"1405",68.0
"ATW",302400942.0,"1206",95.0
"DBS",337332497.0,"1012",64.0
"ADT",337332497.0,"1104",68.0
"WPP",337332497.0,"1202",61.0
"ADB",337332497.0,"1106",77.0
"ADT",337332497.0,"1205",96.0
"ADT",337332497.0,"1007",75.0
"SMS",738450426.0,"1203",68.0
"WPP",738450426.0,"1406",81.0
"WPP",738450426.0,"1211",67.0
"SSL",738450426.0,"1009",71.0
"SSL",738450426.0,"1302",81.0
"PWA2",738450426.0,"1208",88.0
"ATW",551920007.0,"1102",60.0
"WPP",551920007.0,"1309",69.0
"DBS",551920007.0,"1409",92.0
"ADB",551920007.0,"1109",98.0
"ADT",551920007.0,"1411",68.0
"SSL",551920007.0,"1006",72.0
"SSL",940173073.0,"1209",82.0
"PWA1",940173073.0,"1301",81.0
"PWA1",940173073.0,"1003",77.0
"ADB",940173073.0,"1204",88.0
"PWA1",940173073.0,"1002",71.0
"WPP",940173073.0,"1005",85.0
"ADT",628813453.0,"1012",60.0
"PWA2",628813453.0,"1112",63.0
"ADT",628813453.0,"1205",83.0
"ADB",628813453.0,"1404",83.0
"ADB",628813453.0,"1305",77.0
"ASL",628813453.0,"1007",66.0
"ADT",804424377.0,"1403",66.0
"ADB",804424377.0,"1009",92.0
"ATW",804424377.0,"1304",69.0
"PWA1",804424377.0,"1102",67.0
"ADB",804424377.0,"1309",83.0
"ATW",804424377.0,"1108",90.0
"PWA2",161885704.0,"1309",82.0
"ADB",161885704.0,"1405",97.0
"SSL",161885704.0,"1206",62.0
"ADT",161885704.0,"1102",60.0
"SMS",161885704.0,"1109",98.0
"ATW",161885704.0,"1408",68.0
"PWA2",312615254.0,"1111",93.0
"SSL",312615254.0,"1211",90.0
"PWA1",312615254.0,"1209",64.0
"ASL",312615254.0,"1302",71.0
"SSL",312615254.0,"1007",76.0
"SSL",312615254.0,"1212",84.0
"SSL",922196837.0,"1002",83.0
"ATW",922196837.0,"1310",79.0
"SMS",922196837.0,"1306",68.0
"PWA2",922196837.0,"1006",97.0
"PWA1",922196837.0,"1209",81.0
"SMS",922196837.0,"1408",97.0
"PWA1",181276251.0,"1001",61.0
"DBS",181276251.0,"1112",94.0
"DBS",181276251.0,"1202",65.0
"ADB",181276251.0,"1210",99.0
"SMS",181276251.0,"1006",67.0
"ADB",181276251.0,"1102",63.0
"PWA1",661165618.0,"1412",71.0
"ADT",661165618.0,"1205",97.0
"DBS",661165618.0,"1109",91.0
"ATW",661165618.0,"1203",97.0
"ASL",661165618.0,"1104",68.0
"ATW",661165618.0,"1103",64.0
"ATW",475297854.0,"1201",80.0
"ADB",475297854.0,"1002",79.0
"PWA1",475297854.0,"1203",80.0
"PWA1",475297854.0,"1001",66.0
"PWA2",475297854.0,"1307",73.0
"ATW",475297854.0,"1212",70.0
"SMS",277484763.0,"1111",76.0
"ADT",277484763.0,"1210",62.0
"SMS",277484763.0,"1109",83.0
"DBS",277484763.0,"1008",93.0
"ASL",277484763.0,"1007",78.0
"SSL",277484763.0,"1304",96.0
"ASL",628134066.0,"1408",82.0
"SSL",628134066.0,"1109",79.0
"PWA2",628134066.0,"1012",91.0
"PWA1",628134066.0,"1404",69.0
"SMS",628134066.0,"1408",96.0
"ADB",628134066.0,"1203",83.0
"ADT",735984100.0,"1310",99.0
"ATW",735984100.0,"1007",77.0
"WPP",735984100.0,"1007",60.0
"PWA2",735984100.0,"1003",98.0
"DBS",735984100.0,"1011",98.0
"PWA1",735984100.0,"1008",67.0
"SSL",570287583.0,"1303",91.0
"ADB",570287583.0,"1106",97.0
"PWA2",570287583.0,"1206",61.0
"SMS",570287583.0,"1409",63.0
"PWA2",570287583.0,"1311",79.0
"PWA1",570287583.0,"1406",100.0
"SMS",425896238.0,"1111",100.0
"WPP",425896238.0,"1207",64.0
"PWA1",425896238.0,"1104",63.0
"PWA1",425896238.0,"1102",67.0
"WPP",425896238.0,"1002",87.0
"ASL",425896238.0,"1102",84.0
"ADT",642393565.0,"1201",60.0
"ADT",642393565.0,"1305",93.0
"WPP",642393565.0,"1104",67.0
"PWA1",642393565.0,"1101",64.0
"SSL",642393565.0,"1011",99.0
"ASL",642393565.0,"1009",75.0
"WPP",437104234.0,"1106",80.0
"ADT",437104234.0,"1202",75.0
"SMS",437104234.0,"1011",73.0
"ADB",437104234.0,"1311",93.0
"ADB",437104234.0,"1009",76.0
"ATW",437104234.0,"1402",67.0
"PWA1",192442624.0,"1209",91.0
"DBS",192442624.0,"1402",61.0
"PWA1",192442624.0,"1311",96.0
"ASL",192442624.0,"1106",94.0
"PWA1",192442624.0,"1304",96.0
"WPP",192442624.0,"1011",92.0
"ADB",375398398.0,"1408",76.0
"PWA2",375398398.0,"1106",80.0
"SMS",375398398.0,"1104",95.0
"SSL",375398398.0,"1103",61.0
"ADT",375398398.0,"1010",79.0
"PWA2",375398398.0,"1308",73.0
"WPP",579997204.0,"1001",77.0
"ADT",579997204.0,"1409",89.0
"ATW",579997204.0,"1010",92.0
"ATW",579997204.0,"1110",96.0
"WPP",579997204.0,"1304",98.0
"ASL",579997204.0,"1102",96.0
"PWA1",648609856.0,"1209",69.0
"ATW",648609856.0,"1310",91.0
"PWA2",648609856.0,"1008",81.0
"ASL",648609856.0,"1101",61.0
"ATW",648609856.0,"1408",78.0
"WPP",648609856.0,"1201",71.0
"ADB",973996586.0,"1002",65.0
"PWA2",973996586.0,"1109",77.0
"PWA1",973996586.0,"1403",83.0
"ADT",973996586.0,"1403",98.0
"WPP",973996586.0,"1311",95.0
"ADT",973996586.0,"1401",86.0
"ADT",505179352.0,"1101",80.0
"ADB",505179352.0,"1406",86.0
"DBS",505179352.0,"1308",72.0
"SSL",505179352.0,"1004",72.0
"ADB",505179352.0,"1401",69.0
"WPP",505179352.0,"1010",95.0
"DBS",682736862.0,"1310",86.0
"DBS",682736862.0,"1102",84.0
"ADB",682736862.0,"1202",71.0
"SMS",682736862.0,"1304",86.0
"PWA2",682736862.0,"1312",80.0
"DBS",682736862.0,"1110",91.0
"PWA1",976039064.0,"1405",91.0
"PWA2",976039064.0,"1105",76.0
"ASL",976039064.0,"1009",70.0
"SMS",976039064.0,"1108",89.0
"SSL",976039064.0,"1410",70.0
"SMS",976039064.0,"1208",96.0
"ADT",267209876.0,"1409",98.0
"SMS",267209876.0,"1012",77.0
"ADB",267209876.0,"1302",86.0
"DBS",267209876.0,"1208",65.0
"ADT",267209876.0,"1404",86.0
"PWA1",267209876.0,"1002",78.0
"ADT",446089217.0,"1303",61.0
"DBS",446089217.0,"1303",76.0
"ADB",446089217.0,"1012",76.0
"ADT",446089217.0,"1210",90.0
"ADB",446089217.0,"1210",65.0
"SSL",446089217.0,"1406",99.0
"PWA2",210727975.0,"1204",69.0
"SSL",210727975.0,"1008",85.0
"WPP",210727975.0,"1303",97.0
"ADT",210727975.0,"1303",100.0
"SMS",210727975.0,"1301",100.0
"ADT",210727975.0,"1307",98.0
"PWA2",709093879.0,"1007",65.0
"ASL",709093879.0,"1403",78.0
"ADB",709093879.0,"1205",67.0
"SSL",709093879.0,"1006",88.0
"ATW",709093879.0,"1107",94.0
"ADT",709093879.0,"1206",69.0
"ATW",473663779.0,"1305",98.0
"SMS",473663779.0,"1408",85.0
"PWA2",473663779.0,"1308",73.0
"SMS",473663779.0,"1006",77.0
"ADB",473663779.0,"1306",79.0
"PWA1",473663779.0,"1009",77.0
"SSL",594932915.0,"1003",99.0
"ASL",594932915.0,"1405",99.0
"PWA2",594932915.0,"1108",63.0
"WPP",594932915.0,"1107",88.0
"DBS",594932915.0,"1409",96.0
"ADT",594932915.0,"1005",98.0
"SMS",821000005.0,"1010",80.0
"PWA1",821000005.0,"1201",79.0
"DBS",821000005.0,"1009",83.0
"SSL",821000005.0,"1309",89.0
"DBS",821000005.0,"1309",80.0
"ADB",821000005.0,"1105",70.0
"ADT",317890394.0,"1203",83.0
"ADT",317890394.0,"1305",81.0
"PWA2",317890394.0,"1412",61.0
"ASL",317890394.0,"1210",99.0
"ADB",317890394.0,"1105",95.0
"PWA1",317890394.0,"1002",94.0
"SMS",689067686.0,"1102",100.0
"DBS",689067686.0,"1003",61.0
"ASL",689067686.0,"1307",64.0
"ADB",689067686.0,"1008",61.0
"ADT",689067686.0,"1312",79.0
"SSL",689067686.0,"1408",95.0
"PWA1",545720525.0,"1405",85.0
"SSL",545720525.0,"1004",100.0
"SMS",545720525.0,"1106",76.0
"ADB",545720525.0,"1210",71.0
"ADT",545720525.0,"1406",66.0
"SMS",545720525.0,"1203",69.0
"ADT",716846861.0,"1305",73.0
"PWA2",716846861.0,"1310",81.0
"PWA1",716846861.0,"1204",63.0
"PWA1",716846861.0,"1104",60.0
"SMS",716846861.0,"1307",68.0
"SSL",716846861.0,"1304",74.0
"ASL",496574432.0,"1408",86.0
"SMS",496574432.0,"1004",95.0
"SMS",496574432.0,"1306",62.0
"SSL",496574432.0,"1401",96.0
"SMS",496574432.0,"1008",83.0
"ASL",496574432.0,"1304",66.0
"PWA2",558487477.0,"1311",91.0
"PWA1",558487477.0,"1003",95.0
"ASL",558487477.0,"1412",95.0
"SSL",558487477.0,"1404",93.0
"DBS",558487477.0,"1104",71.0
"WPP",558487477.0,"1007",80.0
"ADB",232615083.0,"1406",76.0
"SMS",232615083.0,"1212",88.0
"PWA2",232615083.0,"1309",84.0
"ADT",232615083.0,"1205",91.0
"ADT",232615083.0,"1112",74.0
"ADB",232615083.0,"1308",95.0
"PWA1",930494393.0,"1103",80.0
"SMS",930494393.0,"1008",85.0
"PWA2",930494393.0,"1009",62.0
"ADB",930494393.0,"1107",86.0
"ADT",930494393.0,"1007",84.0
"SSL",930494393.0,"1102",89.0
"ADB",527488920.0,"1101",64.0
"DBS",527488920.0,"1001",73.0
"ASL",527488920.0,"1201",75.0
"DBS",527488920.0,"1311",68.0
"SMS",527488920.0,"1403",91.0
"DBS",527488920.0,"1410",83.0
"WPP",485189869.0,"1009",81.0
"PWA2",485189869.0,"1412",62.0
"ASL",485189869.0,"1002",63.0
"ADT",485189869.0,"1205",89.0
"ATW",485189869.0,"1311",67.0
"SSL",485189869.0,"1007",82.0
"ADT",396387566.0,"1002",65.0
"ASL",396387566.0,"1207",87.0
"ADB",396387566.0,"1006",65.0
"ATW",396387566.0,"1202",68.0
"ATW",396387566.0,"1105",66.0
"ADB",396387566.0,"1009",76.0
"ADT",874608823.0,"1002",77.0
"SMS",874608823.0,"1109",84.0
"SMS",874608823.0,"1403",99.0
"DBS",874608823.0,"1402",81.0
"SMS",874608823.0,"1108",95.0
"ASL",874608823.0,"1407",85.0
"ATW",755669335.0,"1104",76.0
"SMS",755669335.0,"1104",87.0
"SMS",755669335.0,"1304",92.0
"ADB",755669335.0,"1404",73.0
"SMS",755669335.0,"1110",95.0
"WPP",755669335.0,"1103",88.0
"PWA1",187900537.0,"1009",86.0
"ASL",187900537.0,"1405",100.0
"ADB",187900537.0,"1308",79.0
"ADT",187900537.0,"1111",91.0
"PWA2",187900537.0,"1303",76.0
"DBS",187900537.0,"1206",70.0
"DBS",372510483.0,"1308",80.0
"SSL",372510483.0,"1207",78.0
"ADT",372510483.0,"1103",64.0
"PWA1",372510483.0,"1004",74.0
"ATW",372510483.0,"1306",63.0
"SMS",372510483.0,"1108",75.0
"ATW",152672218.0,"1112",78.0
"PWA2",152672218.0,"1109",70.0
"PWA1",152672218.0,"1108",76.0
"SSL",152672218.0,"1008",100.0
